date,cur_price,open_price,high_price,low_price,trade_quantity,updown_rate
2018-06-08,2.59529,2.59348,2.63566,2.5086,448.09K,0.02%
2018-06-07,2.59467,2.6566,2.72227,2.58325,428.60K,-2.34%
2018-06-06,2.65689,2.6785,2.69552,2.58303,423.75K,-1.12%
2018-06-05,2.68707,2.61489,2.73625,2.5074,421.42K,2.56%
2018-06-04,2.62011,2.82052,2.85856,2.56457,462.67K,-6.82%
2018-06-03,2.81196,2.76994,2.90748,2.74458,425.76K,1.52%
2018-06-02,2.76994,2.71547,2.8475,2.67057,467.78K,1.92%
2018-06-01,2.71772,2.76548,2.80873,2.65325,437.83K,-1.73%
2018-05-31,2.76548,2.65263,2.83993,2.58215,474.25K,4.06%
2018-05-30,2.65751,2.59573,2.79821,2.52034,564.21K,2.60%
2018-05-29,2.59015,2.20273,2.69676,2.17848,615.97K,18.07%
2018-05-28,2.1938,2.51255,2.54408,2.17522,473.24K,-12.63%
2018-05-27,2.51089,2.59711,2.59771,2.44136,431.03K,-3.15%
2018-05-26,2.59254,2.63331,2.98663,2.58331,638.50K,-1.83%
2018-05-25,2.64098,2.81477,2.83872,2.5759,430.04K,-6.07%
2018-05-24,2.81179,2.65755,2.82003,2.51726,475.27K,5.73%
2018-05-23,2.65929,3.02763,3.07224,2.6013,492.68K,-12.17%
2018-05-22,3.02792,3.44387,3.46239,2.99322,481.69K,-12.08%
2018-05-21,3.44387,3.62059,3.64403,3.39658,443.51K,-4.88%
2018-05-20,3.62059,3.49961,3.70264,3.46002,416.02K,3.46%
2018-05-19,3.49961,3.60054,3.61054,3.45586,402.35K,-2.80%
2018-05-18,3.60054,3.51131,3.60965,3.37649,475.78K,2.66%
2018-05-17,3.50727,3.79933,3.90087,3.45712,448.19K,-7.69%
2018-05-16,3.79933,3.92366,3.93825,3.62588,490.90K,-3.20%
2018-05-15,3.92511,3.90665,4.29907,3.90665,489.23K,0.40%
2018-05-14,3.9095,3.97278,4.04367,3.68102,485.05K,-1.59%
2018-05-13,3.97278,3.83173,4.1306,3.71643,467.03K,3.73%
2018-05-12,3.82991,3.99728,4.13816,3.52113,544.72K,-4.19%
2018-05-11,3.99728,3.81994,4.21775,3.49351,640.48K,4.64%
2018-05-10,3.81994,4.18151,4.29365,3.81517,445.32K,-8.56%
2018-05-09,4.17738,4.41483,4.41883,4.04782,468.83K,-5.82%
2018-05-08,4.43551,4.28678,4.47927,4.1047,506.15K,2.94%
2018-05-07,4.30893,4.25098,4.31753,3.90768,464.86K,1.36%
2018-05-06,4.25098,4.41176,4.42064,4.03774,437.79K,-4.05%
2018-05-05,4.43063,4.53371,4.53407,4.35238,433.24K,-2.27%
2018-05-04,4.53371,4.37874,4.53437,4.1791,523.39K,3.54%
2018-05-03,4.37873,4.37111,4.60984,4.22893,341.81K,0.17%
2018-05-02,4.37111,4.37405,4.41871,4.2522,118.42K,-0.07%
2018-05-01,4.37405,4.28762,4.39791,3.95963,132.39K,2.02%
2018-04-30,4.28762,4.7024,4.71371,4.2039,316.87K,-8.82%
2018-04-29,4.7024,4.83014,4.88125,4.35613,490.20K,-2.64%
2018-04-28,4.83014,4.25241,4.88817,4.23382,347.59K,13.59%
2018-04-27,4.25241,4.25994,4.74456,4.10748,497.67K,-0.18%
2018-04-26,4.25994,3.66027,4.2862,3.58592,245.53K,16.38%
2018-04-25,3.66027,4.24202,4.3594,3.51319,331.28K,-13.71%
2018-04-24,4.24202,3.87621,4.41225,3.86463,375.99K,9.44%
2018-04-23,3.87621,3.54696,3.90952,3.51415,706.24K,9.28%
2018-04-22,3.54696,3.49241,3.66134,3.40286,135.85K,1.56%
2018-04-21,3.49241,3.59173,3.69828,3.2309,152.23K,-2.77%
2018-04-20,3.59173,3.38512,3.62365,3.21009,134.72K,6.10%
2018-04-19,3.38512,3.27699,3.44368,3.18973,110.27K,3.30%
2018-04-18,3.27699,2.85095,3.29535,2.8303,63.29K,14.94%
2018-04-17,2.85095,2.8523,2.98322,2.80117,85.82K,-0.05%
2018-04-16,2.8523,2.85495,2.94918,2.6983,316.89K,-0.09%
2018-04-15,2.85495,2.62879,2.86281,2.61083,82.13K,8.60%
2018-04-14,2.62879,2.58721,2.71974,2.50843,96.86K,1.61%
2018-04-13,2.58721,2.74481,2.86103,2.48956,418.57K,-5.74%
2018-04-12,2.74481,2.30278,3.07292,2.06865,209.94K,19.20%
2018-04-11,2.30278,2.12654,2.42889,2.08198,133.74K,8.29%
2018-04-10,2.12654,1.98064,2.17103,1.95235,76.21K,7.37%
2018-04-09,1.98064,2.07769,2.1912,1.93625,61.62K,-4.67%
