date,cur_price,open_price,high_price,low_price,trade_quantity,updown_rate
2019-08-12,2.39,2.42,2.48,2.34,2.96M,-1.17%
2019-08-11,2.42,2.33,2.49,2.29,4.18M,3.46%
2019-08-10,2.33,2.17,2.4,2.13,6.06M,7.74%
2019-08-09,2.17,2.28,2.29,2.15,2.76M,-4.94%
2019-08-08,2.28,2.38,2.4,2.27,3.37M,-4.34%
2019-08-07,2.38,2.47,2.5,2.36,3.92M,-3.38%
2019-08-06,2.47,2.46,2.51,2.31,7.02M,0.28%
2019-08-05,2.46,2.51,2.64,2.46,6.31M,-1.85%
2019-08-04,2.51,2.41,2.6,2.38,7.33M,3.79%
2019-08-03,2.41,2.43,2.73,2.36,13.90M,-0.50%
2019-08-02,2.43,2.16,2.49,2.14,7.48M,12.24%
2019-08-01,2.16,2.21,2.23,2.11,3.24M,-1.98%
2019-07-31,2.21,2.07,2.24,2.06,5.22M,6.86%
2019-07-30,2.06,2.13,2.18,1.98,5.53M,-3.26%
2019-07-29,2.13,2.22,2.25,2.11,2.67M,-3.72%
2019-07-28,2.22,2.25,2.27,2.11,2.21M,-1.33%
2019-07-27,2.25,2.4,2.46,2.22,4.86M,-6.38%
2019-07-26,2.4,2.37,2.42,2.32,2.33M,1.07%
2019-07-25,2.37,2.4,2.51,2.36,4.47M,-1.31%
2019-07-24,2.4,2.35,2.51,2.28,5.96M,2.25%
2019-07-23,2.35,2.41,2.52,2.25,6.40M,-2.34%
2019-07-22,2.41,2.53,2.59,2.38,4.16M,-5.00%
2019-07-21,2.53,2.64,2.66,2.46,4.01M,-3.87%
