date,cur_price,open_price,high_price,low_price,trade_quantity,updown_rate
2019-03-17,15.6195,15.9589,15.9589,15.44,3.10M,-2.09%
2019-03-16,15.9537,14.9359,16,14.8824,3.29M,6.81%
2019-03-15,14.9359,14.9025,15.1944,14.8462,2.99M,0.22%
2019-03-14,14.9025,15.0201,15.0811,14.5652,3.08M,-0.78%
2019-03-13,15.0201,15.34,15.3657,14.9407,3.28M,-2.09%
2019-03-12,15.34,14.4068,15.4288,14.1816,4.05M,6.48%
2019-03-11,14.4068,14.37,14.9,14.0112,3.76M,0.26%
2019-03-10,14.37,14.4651,14.506,13.8715,3.53M,-0.66%
2019-03-09,14.4651,14.2897,14.92,13.98,4.00M,1.23%
2019-03-08,14.2897,15.0998,15.207,13.5777,6.34M,-5.36%
2019-03-07,15.0998,14.577,15.52,14.3514,6.76M,3.59%
2019-03-06,14.577,13.6518,14.64,12.9,6.16M,6.78%
2019-03-05,13.6518,11.4006,13.7415,11.4006,8.34M,19.61%
2019-03-04,11.4132,11.4467,11.5055,10.88,2.74M,-0.29%
2019-03-03,11.4467,11.7497,11.8637,11.2026,2.86M,-2.58%
2019-03-02,11.7497,11.3461,11.8,10.83,3.89M,3.56%
2019-03-01,11.3461,10.2727,11.55,10.2441,4.02M,10.45%
2019-02-28,10.2727,9.8526,10.4899,9.7995,3.69M,4.26%
2019-02-27,9.8526,9.4279,9.9975,9.35,3.53M,4.50%
2019-02-26,9.4279,9.6967,9.752,9.3556,3.12M,-2.72%
2019-02-25,9.6916,9.9156,10.2266,9.3499,5.35M,-2.38%
2019-02-24,9.9281,10.7255,11.0827,9.4042,4.80M,-7.43%
2019-02-23,10.7255,10.7576,10.846,10.4004,2.88M,-0.30%
2019-02-22,10.7576,10.4737,10.9599,10.3885,3.04M,2.71%
2019-02-21,10.4737,10.9376,10.9376,10.139,3.08M,-4.24%
2019-02-20,10.9376,10.4666,11.2685,10.4,4.34M,4.50%
2019-02-19,10.4666,9.6068,11.1149,9.499,4.90M,8.95%
2019-02-18,9.6068,9.2163,9.6999,9.1784,2.81M,4.20%
2019-02-17,9.22,9.0993,9.22,8.9081,2.46M,1.33%
2019-02-16,9.0993,9.2504,9.3245,9.0563,2.50M,-1.63%
2019-02-15,9.2504,8.749,9.4948,8.7293,3.32M,5.73%
2019-02-14,8.749,8.9203,9.0431,8.4059,2.80M,-1.92%
2019-02-13,8.9203,9.2771,9.2771,8.7129,4.00M,-3.85%
2019-02-12,9.2771,9.5275,9.7516,8.9383,4.94M,-2.63%
2019-02-11,9.5275,9.1697,9.778,9.0375,6.04M,4.02%
2019-02-10,9.1592,8.896,9.29,8.8319,5.75M,2.96%
2019-02-09,8.896,8.5888,8.92,8.4424,5.44M,3.58%
2019-02-08,8.5888,7.81,8.8049,7.611,4.96M,9.92%
2019-02-07,7.8139,8.1347,8.4665,7.6777,4.35M,-3.88%
2019-02-06,8.1294,7.8557,8.475,7.3447,5.82M,3.48%
2019-02-05,7.8557,7.1069,7.9611,6.96,4.15M,10.54%
2019-02-04,7.1069,6.7886,7.1798,6.69,3.31M,4.69%
2019-02-03,6.7886,6.8694,6.8986,6.6189,3.09M,-1.18%
2019-02-02,6.8694,6.5229,6.9,6.4875,3.25M,5.31%
2019-02-01,6.5229,6.22,6.6396,6.1234,2.94M,4.87%
2019-01-31,6.2197,6.1343,6.2631,5.9568,2.27M,1.39%
2019-01-30,6.1343,6.1401,6.1969,6.0011,2.24M,-0.09%
2019-01-29,6.1401,6.1648,6.2599,5.9903,2.96M,-0.20%
2019-01-28,6.1523,7.0377,7.1392,5.9692,4.95M,-12.58%
2019-01-27,7.0377,6.9463,7.2047,6.792,2.78M,1.32%
2019-01-26,6.9463,6.68,6.9766,6.6224,2.74M,3.99%
2019-01-25,6.68,6.4564,6.75,6.4428,2.58M,3.46%
2019-01-24,6.4564,6.4939,6.4939,6.3949,1.51M,-0.58%
2019-01-23,6.4939,6.4736,6.518,6.3501,1.93M,0.24%
2019-01-22,6.4784,6.4724,6.5009,6.2569,1.86M,0.09%
2019-01-21,6.4724,6.3965,6.515,6.2856,1.85M,1.19%
2019-01-20,6.3965,6.5309,6.6289,6.2412,1.78M,-2.06%
2019-01-19,6.5309,6.4797,6.6388,6.244,2.27M,0.79%
2019-01-18,6.4797,6.321,6.5845,6.218,2.50M,2.51%
2019-01-17,6.321,6.0913,6.321,5.9647,2.31M,3.77%
2019-01-16,6.0913,5.8094,6.177,5.7785,2.16M,4.85%
2019-01-15,5.8094,6.0583,6.0617,5.6798,1.37M,-4.11%
2019-01-14,6.0583,5.4688,6.0583,5.4604,2.33M,10.78%
2019-01-13,5.4688,5.862,5.8878,5.3771,1.42M,-6.71%
2019-01-12,5.862,5.9594,5.9648,5.8,1.75M,-1.63%
2019-01-11,5.9594,5.844,6.1198,5.6872,2.56M,2.68%
2019-01-10,5.8039,6.5555,6.5745,5.6585,3.35M,-11.47%
2019-01-09,6.5555,6.5159,6.8474,6.3501,4.17M,0.61%
2019-01-08,6.5159,6.2006,6.7964,6.1382,3.95M,5.08%
2019-01-07,6.2006,6.2622,6.3068,6.0976,1.68M,-0.98%
2019-01-06,6.2622,5.9667,6.372,5.925,2.51M,4.95%
2019-01-05,5.9667,5.9692,6.1031,5.925,1.63M,0.11%
2019-01-04,5.9599,5.7941,5.9863,5.7472,1.66M,2.86%
2019-01-03,5.7941,6.0475,6.06,5.78,1.53M,-4.19%
2019-01-02,6.0475,5.9939,6.0911,5.8466,2.13M,0.89%
2019-01-01,5.9939,6.1111,6.1164,5.7753,1.42M,-1.82%
2018-12-31,6.1051,5.8939,6.2371,5.845,2.38M,3.56%
2018-12-30,5.895,5.66,5.9004,5.5621,1.40M,4.34%
2018-12-29,5.65,5.8773,5.9877,5.6143,1.23M,-3.87%
2018-12-28,5.8773,5.1692,5.8915,5.1074,1.50M,13.70%
2018-12-27,5.1692,5.6161,5.6536,5.1,1.15M,-7.69%
2018-12-26,5.5999,5.45,5.68,5.3778,1.35M,2.89%
2018-12-25,5.4426,6.1,6.1,5.323,1.44M,-10.78%
2018-12-24,6.1,5.959,6.4726,5.93,2.06M,2.37%
2018-12-23,5.959,5.8349,6.1288,5.7743,1.88M,2.13%
2018-12-22,5.8349,5.4705,5.88,5.395,1.77M,6.66%
2018-12-21,5.4705,5.6617,5.783,5.3166,1.59M,-3.38%
2018-12-20,5.6617,5.3591,5.7888,5.2435,2.16M,5.65%
2018-12-19,5.3591,5.5365,5.826,5.2927,1.80M,-3.20%
2018-12-18,5.5362,5.0465,5.5362,4.9072,1.91M,9.70%
2018-12-17,5.0465,4.6199,5.1217,4.601,1.51M,9.33%
2018-12-16,4.616,4.5479,4.7047,4.51,1.07M,1.50%
2018-12-15,4.5479,4.5187,4.5963,4.4493,969.29K,0.65%
2018-12-14,4.5187,4.6384,4.7482,4.4328,946.23K,-2.58%
